city,city_ascii,lat,lng,country,population
Minami-Bōsō,Minami-Boso,35.0433,139.8403,Japan,36412
Miyajima,Miyajima,33.1525,130.4747,Japan,36214
Rifu,Rifu,38.3303,140.9756,Japan,35597
Kamata,Kamata,33.5633,130.7117,Japan,35929
Iyo,Iyo,33.7575,132.7039,Japan,35508
Ōfunato,Ofunato,39.0822,141.7083,Japan,35535
Sōsa,Sosa,35.7078,140.5644,Japan,35186
Kahoku,Kahoku,36.72,136.7067,Japan,34792
Abashiri,Abashiri,44.0206,144.2736,Japan,35205
Uonuma,Uonuma,37.2333,138.9667,Japan,34895
Ōzu,Ozu,32.8789,130.8683,Japan,34571
Shōbara,Shobara,34.8578,133.0167,Japan,34432
Shingū,Shingu,33.7153,130.4467,Japan,32691
Kamaishi,Kamaishi,39.2758,141.8856,Japan,34118
Ōsawa,Osawa,33.2067,130.3839,Japan,33072
Sakaiminato,Sakaiminato,35.5397,133.2317,Japan,32837
Wakabadai,Wakabadai,45.4,141.7,Japan,33689
Kuji,Kuji,40.1903,141.7753,Japan,33556
Ōyama,Oyama,35.2719,139.5864,Japan,31683
Shiroishi,Shiroishi,38.0022,140.6197,Japan,33380
Kaizu,Kaizu,35.2206,136.6367,Japan,33178
Motosu,Motosu,35.4831,136.6786,Japan,33054
Ōiso,Oiso,35.3069,139.3114,Japan,31284
Yorii,Yorii,36.1183,139.1931,Japan,32576
Ōdachō-ōda,Odacho-oda,35.1922,132.4997,Japan,32848
Nagato,Nagato,34.3711,131.1822,Japan,32817
Zentsujichó,Zentsujicho,34.2283,133.7872,Japan,32073
Namegata,Namegata,35.9903,140.4892,Japan,32604
Yashiki,Yashiki,32.7914,130.8164,Japan,32218
Shimotoba,Shimotoba,34.8839,135.6628,Japan,30797
Shimizuchō,Shimizucho,35.0992,138.9028,Japan,31974
Kuroishi,Kuroishi,40.6428,140.5944,Japan,32376
Tawaramoto,Tawaramoto,34.5567,135.795,Japan,31028
Yawatahama-shi,Yawatahama-shi,33.4631,132.4233,Japan,32238
Komagane,Komagane,35.7289,137.9339,Japan,32197
Maebara,Maebara,35.1142,140.0989,Japan,32196
Ayabe,Ayabe,35.2989,135.2586,Japan,32164
Katagami,Katagami,39.8833,139.9889,Japan,31923
Shima,Shima,39.5547,141.1678,Japan,31969
Yaita,Yaita,36.8067,139.9242,Japan,31617
Omaezaki,Omaezaki,34.6381,138.1281,Japan,31262
Sasaguri,Sasaguri,33.6156,130.5511,Japan,30886
Kanzakimachi-kanzaki,Kanzakimachi-kanzaki,33.3108,130.3731,Japan,31365
Kaminokawa,Kaminokawa,36.4392,139.91,Japan,30964
Yunoshima,Yunoshima,35.8058,137.2442,Japan,31316
Ōno,Ono,35.9806,136.4875,Japan,31264
Masaki,Masaki,33.7875,132.7114,Japan,29832
Tsuruno,Tsuruno,40.8089,140.38,Japan,31089
Hirakawachō,Hirakawacho,40.5842,140.5664,Japan,30822
Motomiya,Motomiya,37.5133,140.3939,Japan,30546
Togitsu,Togitsu,32.8289,129.8486,Japan,29375
Matsubushi,Matsubushi,35.9258,139.8153,Japan,28953
Yoshinaga,Yoshinaga,34.7708,138.2519,Japan,28899
Sue,Sue,33.5872,130.5072,Japan,28377
Nirasaki,Nirasaki,35.7089,138.4464,Japan,29576
Hanawa,Hanawa,40.2158,140.7883,Japan,29727
Hirado,Hirado,33.3681,129.5539,Japan,29577
Ogawa,Ogawa,36.0567,139.2619,Japan,29137
Izu,Izu,34.9767,138.9469,Japan,29262
Oyabe,Oyabe,36.6833,136.8667,Japan,29081
Aioi,Aioi,34.8036,134.4681,Japan,28971
Kakuda,Kakuda,37.9772,140.7819,Japan,28623
Tainai,Tainai,38.0667,139.4167,Japan,28610
Ōuda-yamaguchi,Ouda-yamaguchi,34.5278,135.9525,Japan,28568
Obama,Obama,35.4956,135.7467,Japan,28538
Gojō,Gojo,34.3528,135.6989,Japan,28519
Kitsuki,Kitsuki,33.4169,131.6161,Japan,28476
Niimi,Niimi,34.9772,133.4703,Japan,28327
Hiji,Hiji,33.3694,131.5325,Japan,27947
Honchō,Honcho,41.8958,140.6944,Japan,28080
Itako,Itako,35.9472,140.5553,Japan,27807
Takahagi,Takahagi,36.7136,140.7097,Japan,27863
Awara,Awara,36.2114,136.2289,Japan,27577
Miyanaga,Miyanaga,33.7236,130.6667,Japan,27182
Tarui,Tarui,35.3703,136.5269,Japan,26896
Shingū,Shingu,33.7167,136,Japan,27214
Ōtake,Otake,34.2381,132.2222,Japan,26796
Saikaichō-kobagō,Saikaicho-kobago,32.9331,129.6431,Japan,26777
Sarubetsu,Sarubetsu,42.9083,143.3561,Japan,26637
Kunisakimachi-tsurugawa,Kunisakimachi-tsurugawa,33.5653,131.7317,Japan,26549
Ureshinomachi-shimojuku,Ureshinomachi-shimojuku,33.1278,130.06,Japan,26349
Ōmachi,Omachi,36.5,137.85,Japan,26435
Kamo,Kamo,37.6667,139.0333,Japan,25855
Yamagata,Yamagata,35.5061,136.7814,Japan,25919
Tōno,Tono,39.3275,141.5336,Japan,25974
Ishii,Ishii,34.0747,134.4406,Japan,25066
Oga,Oga,39.8867,139.8478,Japan,25634
Kose,Kose,34.4633,135.7403,Japan,24965
Senboku,Senboku,39.7,140.7306,Japan,25305
Nasukarasuyama,Nasukarasuyama,36.6569,140.1517,Japan,25144
Sakai,Sakai,36.1086,139.795,Japan,24098
Wajimazakimachi,Wajimazakimachi,37.3906,136.8992,Japan,24851
Takehara,Takehara,34.3417,132.9069,Japan,24496
Nyūzen,Nyuzen,36.9333,137.5,Japan,24160
Hachimantai,Hachimantai,39.9264,141.0953,Japan,24412
Gobō,Gobo,33.8914,135.1525,Japan,23246
Nikaho,Nikaho,39.2031,139.9078,Japan,23602
Gōtsuchō,Gotsucho,34.9809,132.2949,Japan,23372
Nakashunbetsu,Nakashunbetsu,43.5553,144.9714,Japan,23353
Ōtsuki,Otsuki,35.6106,138.94,Japan,23128
Uenohara,Uenohara,35.6303,139.1086,Japan,23052
Furukawa,Furukawa,36.2383,137.1861,Japan,23030
Murayama,Murayama,38.4833,140.3833,Japan,22905
Yokoshiba,Yokoshiba,35.6656,140.5042,Japan,22585
Takahata,Takahata,38.0025,140.1911,Japan,22709
Honmachi,Honmachi,36.0608,136.5006,Japan,22561
Yabu,Yabu,35.4047,134.7675,Japan,22358
Mashiko,Mashiko,36.4675,140.0931,Japan,22116
Fukuyoshi,Fukuyoshi,33.6833,130.78,Japan,21641
Mobetsu,Mobetsu,44.3564,143.3542,Japan,21709
Furano,Furano,43.3419,142.3833,Japan,21630
Shisui,Shisui,35.725,140.2694,Japan,20470
Ino,Ino,33.5486,133.4278,Japan,21223
Bibai,Bibai,43.3329,141.8538,Japan,21168
Shimogamo,Shimogamo,34.6794,138.9453,Japan,21015
Susaki,Susaki,33.4008,133.2831,Japan,21025
Rumoi,Rumoi,43.9411,141.6369,Japan,20841
Tobe,Tobe,33.7492,132.7922,Japan,20653
Hakui,Hakui,36.8936,136.7789,Japan,20515
Takanabe,Takanabe,32.1283,131.5033,Japan,20185
Shirahama,Shirahama,33.6781,135.3481,Japan,20470
Fukagawa,Fukagawa,43.7233,142.0536,Japan,20526
Kitatajima,Kitatajima,35.9814,139.4817,Japan,19758
Tamagawa,Tamagawa,36.0661,139.3608,Japan,19515
Iiyama,Iiyama,36.8517,138.3656,Japan,19800
Kamiichi,Kamiichi,36.7,137.3667,Japan,19805
Gōdo,Godo,35.4175,136.6086,Japan,18812
Mino,Mino,35.5447,136.9075,Japan,19610
Mukaiengaru,Mukaiengaru,44.0617,143.5281,Japan,19751
Sukumo,Sukumo,32.9389,132.7261,Japan,19532
Shimomura,Shimomura,36.0697,138.0803,Japan,19224
Karuizawa,Karuizawa,36.3483,138.5969,Japan,19234
Motomachi,Motomachi,43.8236,144.1072,Japan,19300
Miyatoko,Miyatoko,33.6992,130.9206,Japan,18934
Tatsuno,Tatsuno,35.9825,137.9875,Japan,18878
Yoichi,Yoichi,43.1953,140.7836,Japan,18637
Minamishibetsuchō,Minamishibetsucho,44.1153,142.5406,Japan,18652
Oyama,Oyama,35.3667,138.9833,Japan,18491
Rikuzen-Takata,Rikuzen-Takata,39.0153,141.6294,Japan,18500
Memuro-minami,Memuro-minami,42.9119,143.0508,Japan,18497
Kamigotō,Kamigoto,32.9844,129.0733,Japan,18008
Toba,Toba,34.4813,136.8434,Japan,17907
Kishi,Kishi,35.3364,139.1233,Japan,18010
Mitake,Mitake,35.4344,137.1308,Japan,17608
Mori,Mori,34.8356,137.9272,Japan,17709
Kadogawa,Kadogawa,32.4697,131.6489,Japan,17526
Katsuura,Katsuura,35.1525,140.3211,Japan,17324
Tsuiki,Tsuiki,33.6561,131.0561,Japan,17356
Kushima,Kushima,31.4645,131.2284,Japan,17363
Yabuki,Yabuki,37.2011,140.3386,Japan,16969
Miyazu,Miyazu,35.5356,135.1956,Japan,17044
Sunagawa,Sunagawa,43.4948,141.9035,Japan,16878
Shiraoi,Shiraoi,42.5511,141.3558,Japan,16694
Ishinari,Ishinari,33.3211,130.3989,Japan,16328
Ōarai,Oarai,36.3133,140.575,Japan,15992
Mifune,Mifune,32.7144,130.8019,Japan,16417
Sumiyama,Sumiyama,34.8814,135.7328,Japan,15399
Tsukumiura,Tsukumiura,33.0725,131.8611,Japan,16291
Aki,Aki,33.5025,133.9072,Japan,16424
Kasumi,Kasumi,35.6322,134.6292,Japan,16321
Nagasu,Nagasu,32.9297,130.4528,Japan,15487
Ishikida,Ishikida,32.2989,130.4931,Japan,16189
Daigo,Daigo,36.7667,140.35,Japan,16142
Kumano,Kumano,33.8833,136.1,Japan,16140
Kasagi,Kasagi,34.2964,135.5042,Japan,15961
Shizukuishi,Shizukuishi,39.6942,140.9844,Japan,15998
Sayō,Sayo,35.0042,134.3558,Japan,15958
Tachiarai,Tachiarai,33.3725,130.6225,Japan,15274
Tōbetsu,Tobetsu,43.2239,141.5172,Japan,15895
Wakuya,Wakuya,38.5447,141.1347,Japan,15677
Kawasaki,Kawasaki,33.6,130.8153,Japan,15370
Daisen,Daisen,35.5108,133.4961,Japan,15690
Nakanojōmachi,Nakanojomachi,36.59,138.8411,Japan,15585
Uchiko,Uchiko,33.5331,132.6581,Japan,15565
Moritake,Moritake,40.1017,140.005,Japan,15534
Kawaminami,Kawaminami,32.1919,131.5258,Japan,15372
Kanegasaki,Kanegasaki,39.1956,141.1161,Japan,15410
Ōshima,Oshima,33.9275,132.1953,Japan,15369
Obanazawa,Obanazawa,38.6008,140.4058,Japan,15332
Kushimoto,Kushimoto,33.4725,135.7814,Japan,15093
Kutchan,Kutchan,42.9017,140.7592,Japan,15132
Fujisaki,Fujisaki,40.6561,140.5025,Japan,14742
Nishinoomote,Nishinoomote,30.7325,130.9975,Japan,14980
Tabuse,Tabuse,33.9547,132.0414,Japan,14753
Betsukai,Betsukai,43.3942,145.1175,Japan,15018
Ichikawadaimon,Ichikawadaimon,35.5653,138.5022,Japan,14770
Yamada,Yamada,39.4675,141.9489,Japan,14691
Shichinohe,Shichinohe,40.7447,141.1578,Japan,14681
Tsukawaki,Tsukawaki,33.2833,131.1514,Japan,14673
Ashiya,Ashiya,33.8939,130.6639,Japan,13547
Kawaii,Kawaii,38.0044,140.0458,Japan,14582
Sakaki,Sakaki,36.4619,138.1803,Japan,14310
Kisanuki,Kisanuki,31.3447,130.9453,Japan,14495
Kadena,Kadena,26.3617,127.7553,Japan,13471
Furukawamen,Furukawamen,33.2383,129.6506,Japan,13826
Kamigōri,Kamigori,34.8736,134.3561,Japan,14146
Tako,Tako,35.7356,140.4678,Japan,14021
Taishi,Taishi,34.5186,135.6481,Japan,13213
Yamanobe,Yamanobe,38.2892,140.2625,Japan,13840
Hayashima,Hayashima,34.6006,133.8283,Japan,12409
Wake,Wake,34.8028,134.1575,Japan,13690
Matsushima,Matsushima,38.3814,141.0692,Japan,13468
Yakage,Yakage,34.6278,133.5872,Japan,13549
Tanagura,Tanagura,37.0297,140.3797,Japan,13551
Sashinami,Sashinami,40.4525,141.6211,Japan,13476
Hamajō,Hamajo,34.3414,132.5139,Japan,12762
Itayanagi,Itayanagi,40.6961,140.4575,Japan,13064
Yuza,Yuza,39.0147,139.9075,Japan,13250
Ashibetsu,Ashibetsu,43.5183,142.1894,Japan,13291
Tonoshō,Tonosho,34.4805,134.1702,Japan,13078
Nobeji,Nobeji,40.8644,141.1286,Japan,12728
Marumori,Marumori,37.9114,140.7656,Japan,12823
Tsuruta,Tsuruta,40.7589,140.4286,Japan,12569
Kasaishi,Kasaishi,37.2528,140.3436,Japan,12266
Sakawa,Sakawa,33.5008,133.2867,Japan,12402
Hirao,Hirao,33.9381,132.0733,Japan,12095
Ōsako,Osako,31.4292,131.0058,Japan,12299
Ichinomiya,Ichinomiya,35.3728,140.3689,Japan,11780
Motegi,Motegi,36.5167,140.1833,Japan,12046
Sakamoto,Sakamoto,37.9625,140.8778,Japan,11890
Muroto-misakicho,Muroto-misakicho,33.29,134.1519,Japan,11996
Mitai,Mitai,32.7117,131.3078,Japan,11959
Minabe,Minabe,33.7725,135.3217,Japan,11886
Yuasa,Yuasa,34.0331,135.1786,Japan,11340
Ichinohe,Ichinohe,40.2131,141.2953,Japan,11708
Kuriyama,Kuriyama,43.0564,141.7842,Japan,11687
Honmachi,Honmachi,43.9114,144.6708,Japan,11571
Kin,Kin,26.4561,127.9261,Japan,11270
Hikawadai,Hikawadai,32.5825,130.6736,Japan,11278
Ogose,Ogose,35.9644,139.2942,Japan,11098
Hakone,Hakone,35.2325,139.1069,Japan,11169
Miyato,Miyato,36.1833,139.183,Japan,10909
Matsuda-sōryō,Matsuda-soryo,35.3483,139.1394,Japan,10884
Ogano,Ogano,36.0172,139.0086,Japan,11078
Ōtsuchi,Otsuchi,39.3597,141.9064,Japan,11046
Iwai,Iwai,35.5758,134.3319,Japan,10919
Obuse,Obuse,36.6978,138.3122,Japan,10454
Murata,Murata,38.1186,140.7225,Japan,10858
Minobu,Minobu,35.4675,138.4425,Japan,10956
Nakayama,Nakayama,38.3333,140.2831,Japan,10800
Naganuma,Naganuma,43.0103,141.6953,Japan,10709
Kami-furano,Kami-furano,43.4556,142.4672,Japan,10709
Nishi-kagura,Nishi-kagura,43.6964,142.4517,Japan,10276
Takahama,Takahama,35.4903,135.5511,Japan,10282
Yaotsu,Yaotsu,35.4761,137.1417,Japan,10321
Hiranai,Hiranai,40.9261,140.9561,Japan,10337
Iwashita,Iwashita,32.6514,130.8117,Japan,10152
Kawara,Kawara,33.6681,130.8472,Japan,10099
Nishi,Nishi,32.2011,130.8411,Japan,10155
Kami-kawabe,Kami-kawabe,35.4867,137.0706,Japan,9902
Tsunō,Tsuno,32.2567,131.5597,Japan,10028
Akabira,Akabira,43.5581,142.0442,Japan,9971
Biei,Biei,43.5883,142.4669,Japan,9948
Yashima,Yashima,32.74,130.7572,Japan,9371
Kawanishichō,Kawanishicho,34.5844,135.7742,Japan,8442
Sakai,Sakai,35.3308,139.2189,Japan,9368
Yamakita,Yamakita,35.3606,139.0839,Japan,9702
Minano,Minano,36.0708,139.0989,Japan,9569
Ita,Ita,33.6528,130.7792,Japan,8598
Ikeda,Ikeda,36.4214,137.8747,Japan,9417
Nagaoki,Nagaoki,32.9781,130.6058,Japan,9347
Shimizu,Shimizu,43.0111,142.8847,Japan,9375
Torihama,Torihama,35.6006,135.9406,Japan,9230
Sekimachi,Sekimachi,33.0617,130.5414,Japan,9100
Iijima,Iijima,35.6764,137.9194,Japan,9104
Hirayama,Hirayama,33.6467,130.5,Japan,8902
Ōtaki,Otaki,35.285,140.2456,Japan,9049
Soeda,Soeda,33.5717,130.8542,Japan,9049
Taragi,Taragi,32.2642,130.9358,Japan,9055
Iwaizumi,Iwaizumi,39.8431,141.7967,Japan,8949
Ōwani,Owani,40.5183,140.5678,Japan,8832
Takaharu,Takaharu,31.9283,131.0078,Japan,8709
Tōya,Toya,42.5514,140.7644,Japan,8742
Nishiōwa,Nishiowa,36.022,139.6543,Japan,6731
Ikata-chō,Ikata-cho,33.4883,132.3542,Japan,8540
Karumai,Karumai,40.3267,141.4606,Japan,8536
Hanawa,Hanawa,36.9572,140.4097,Japan,8401
Mikasa,Mikasa,43.2458,141.8756,Japan,8366
Higashi-asahikawa,Higashi-asahikawa,43.6989,142.51,Japan,8310
Miyake-naka,Miyake-naka,34.5736,135.7731,Japan,6604
Tara,Tara,33.0194,130.1792,Japan,8119
Ide,Ide,34.7986,135.8033,Japan,7553
Yuzawa,Yuzawa,36.934,138.8174,Japan,7907
Yūbari,Yubari,43.0569,141.9739,Japan,7908
Abira,Abira,42.7628,141.8181,Japan,7825
Manazuru,Manazuru,35.1583,139.1372,Japan,6843
Setana,Setana,42.4169,139.8833,Japan,7792
Shiranuka,Shiranuka,42.9561,144.0717,Japan,7751
Nakata,Nakata,30.5331,130.9586,Japan,7702
Kotake,Kotake,33.6925,130.7128,Japan,7232
Inami,Inami,33.8183,135.2181,Japan,7626
Chōnan,Chonan,35.3867,140.2372,Japan,7563
Esashi,Esashi,41.8694,140.1275,Japan,7525
Shibecha,Shibecha,43.3033,144.6008,Japan,7542
Fukaura,Fukaura,40.6481,139.9278,Japan,7529
Tateishi,Tateishi,38.9867,141.1142,Japan,7389
Naka,Naka,33.8574,134.4966,Japan,7476
Nambu,Nambu,35.2425,138.4861,Japan,7341
Taga,Taga,35.2219,136.2922,Japan,7291
Shinmachi,Shinmachi,35.1917,140.3486,Japan,6970
Shibayama,Shibayama,35.6931,140.4142,Japan,7082
Teshikaga,Teshikaga,43.4853,144.4592,Japan,7145
Ogunimachi,Ogunimachi,38.0614,139.7433,Japan,7142
Aya,Aya,31.9992,131.2531,Japan,7023
Fukuyama,Fukuyama,41.43,140.1106,Japan,7032
Nagatoro,Nagatoro,36.11,139.11,Japan,6809
Nagaya,Nagaya,35.4308,140.2269,Japan,6886
Sekigahara,Sekigahara,35.3653,136.4672,Japan,6848
Kamihonbetsu,Kamihonbetsu,43.1244,143.6106,Japan,6948
Kamitakeshi,Kamitakeshi,36.2719,138.3161,Japan,6847
Kōchi,Kochi,34.7572,138.9875,Japan,6874
Waki,Waki,34.2022,132.2203,Japan,6238
Ashoro,Ashoro,43.2447,143.5542,Japan,6822
Shikama,Shikama,38.5489,140.85,Japan,6745
Ōmachi,Omachi,33.2139,130.1161,Japan,6261
Ōishida,Oishida,38.5939,140.3728,Japan,6713
Hiroo,Hiroo,42.2861,143.3117,Japan,6694
Shimonita,Shimonita,36.2125,138.7892,Japan,6611
Isen,Isen,27.6736,128.9375,Japan,6476
Chizu,Chizu,35.265,134.2267,Japan,6520
Wadomari,Wadomari,27.3922,128.6553,Japan,6364
Yoshinoyama,Yoshinoyama,34.4,135.85,Japan,6412
Tōma,Toma,43.8281,142.5083,Japan,6441
Higashikyōshin,Higashikyoshin,31.3858,130.9733,Japan,6226
Kusatsu,Kusatsu,36.6206,138.5961,Japan,6232
Asakawa,Asakawa,37.0808,140.4128,Japan,6146
Matsuzaki,Matsuzaki,34.7531,138.7789,Japan,6200
Kōzaki,Kozaki,35.9017,140.4053,Japan,5827
Shihoro,Shihoro,43.1683,143.2411,Japan,6078
Shintoku,Shintoku,43.0797,142.8389,Japan,5992
Takamori,Takamori,32.8272,131.1219,Japan,5895
China,China,27.3336,128.5736,Japan,5791
Onagawa,Onagawa,38.4456,141.4444,Japan,5822
Hamanaka-sakuraminami,Hamanaka-sakuraminami,43.0772,145.1294,Japan,5789
Tatsugō,Tatsugo,28.4131,129.5894,Japan,5728
Hachirougata,Hachirougata,39.9494,140.0733,Japan,5636
Kuzumaki,Kuzumaki,40.0397,141.4364,Japan,5671
Amagi,Amagi,27.8092,128.8978,Japan,5608
Taiki,Taiki,42.4975,143.2789,Japan,5527
Takae,Takae,42.3625,142.3186,Japan,5513
Oura,Oura,33.9594,135.1183,Japan,5321
Naie,Naie,43.4253,141.8828,Japan,5362
Ochi,Ochi,33.5328,133.2519,Japan,5324
Oshamambe,Oshamambe,42.5136,140.3804,Japan,5329
Chabana,Chabana,27.0486,128.4147,Japan,5032
Shibetsu,Shibetsu,43.6614,145.1314,Japan,5259
Kaneyama,Kaneyama,38.8833,140.3394,Japan,5225
Naganohara,Naganohara,36.5522,138.6375,Japan,5190
Imagane,Imagane,42.4294,140.0086,Japan,5218
Funagata,Funagata,38.6917,140.32,Japan,5143
Eidaichō,Eidaicho,44.0178,143.7747,Japan,5151
Yuni,Yuni,42.9994,141.7903,Japan,5087
Nisekoan,Nisekoan,42.8047,140.6875,Japan,5049
Takko,Takko,40.34,141.1519,Japan,5008
